lines, lines, lines!
7
Deck
Steering
Flag
Cannons
A way to board other ships
580 363 219 143 81 20
581 363 219 143 81 20
582 363 219 143 81 20
583 363 219 143 81 20
584 363 219 143 81 20
585 363 219 143 81 20
586 363 219 143 81 20
587 363 219 143 81 20
588 363 219 143 81 20
589 363 219 143 81 20
590 363 219 143 81 20
591 363 219 143 81 20
592 363 219 143 81 20
593 363 219 143 81 20
594 363 219 143 81 20
595 363 219 143 81 20
596 363 219 143 81 20
597 363 219 143 81 20
598 363 219 143 81 20
599 363 219 143 81 20
600 363 219 143 81 20
601 363 219 143 81 20
602 363 219 143 81 20
603 363 219 143 81 20
604 363 219 143 81 20
605 363 219 143 81 20
606 363 219 143 81 20
607 363 219 143 81 20
608 363 219 143 81 20
609 363 219 143 81 20
610 363 219 143 81 20
611 363 219 143 81 20
612 363 219 143 81 20
613 363 219 143 81 20
614 363 219 143 81 20
615 363 219 143 81 20
616 363 219 143 81 20
617 363 219 143 81 20
618 363 219 143 81 20
619 363 219 143 81 20
620 363 219 143 81 20
621 363 219 143 81 20
622 363 219 143 81 20
623 363 219 143 81 20
624 363 219 143 81 20
625 363 219 143 81 20
626 363 219 143 81 20
627 363 219 143 81 20
628 363 219 143 81 20
629 363 219 143 81 20
630 363 219 143 81 20
631 363 219 143 81 20
632 363 219 143 81 20
633 363 219 143 81 20
634 363 219 143 81 20
635 363 219 143 81 20
636 363 219 143 81 20
637 363 219 143 81 20
638 363 219 143 81 20
639 363 219 143 81 20
640 363 219 143 81 20
641 363 219 143 81 20
642 363 219 143 81 20
643 363 219 143 81 20
644 363 219 143 81 20
645 363 219 143 81 20
646 363 219 143 81 20
647 363 219 143 81 20
648 363 219 143 81 20
649 363 219 143 81 20
650 363 219 143 81 20
651 363 219 143 81 20
652 363 219 143 81 20
653 363 219 143 81 20
654 363 219 143 81 20
655 363 219 143 81 20
656 363 219 143 81 20
657 363 219 143 81 20
658 363 219 143 81 20
659 363 219 143 81 20
660 363 219 143 81 20
661 363 219 143 81 20
662 363 219 143 81 20
663 363 219 143 81 20
664 363 219 143 81 20
665 363 219 143 81 20
666 363 219 143 81 20
667 363 219 143 81 20
668 363 219 143 81 20
669 363 219 143 81 20
670 363 219 143 81 20
671 363 219 143 81 20
672 363 219 143 81 20
673 363 219 143 81 20
674 363 219 143 81 20
675 363 219 143 81 20
676 363 219 143 81 20
677 363 219 143 81 20
678 363 219 143 81 20
679 363 219 143 81 20
680 363 219 143 81 20
681 363 219 143 81 20
682 363 219 143 81 20
683 363 219 143 81 20
684 363 219 143 81 20
685 363 219 143 81 20
686 363 219 143 81 20
687 363 219 143 81 20
688 363 219 143 81 20
689 363 219 143 81 20
690 363 219 143 81 20
691 363 219 143 81 20
692 363 219 143 81 20
693 363 219 143 81 20
694 363 219 143 81 20
695 363 219 143 81 20
696 363 219 143 81 20
697 363 219 143 81 20
698 363 219 143 81 20
699 363 219 143 81 20
700 363 219 143 81 20
701 363 219 143 81 20
702 363 219 143 81 20
703 363 219 143 81 20
704 363 219 143 81 20
705 363 219 143 81 20
706 363 219 143 81 20
707 363 219 143 81 20
708 363 219 143 81 20
709 363 219 143 81 20
710 363 219 143 81 20
711 363 219 143 81 20
712 363 219 143 81 20
713 363 219 143 81 20
714 363 219 143 81 20
715 363 219 143 81 20
716 363 219 143 81 20
717 363 219 143 81 20
718 363 219 143 81 20
719 363 219 143 81 20
720 363 219 143 81 20
721 363 219 143 81 20
722 363 219 143 81 20
723 363 219 143 81 20
724 363 219 143 81 20
725 363 219 143 81 20
726 363 219 143 81 20
727 363 219 143 81 20
728 363 219 143 81 20
729 363 219 143 81 20
730 363 219 143 81 20
731 363 219 143 81 20
732 363 219 143 81 20
733 363 219 143 81 20
734 363 219 143 81 20
735 363 219 143 81 20
736 363 219 143 81 20
737 363 219 143 81 20
738 363 219 143 81 20
739 363 219 143 81 20
740 363 219 143 81 20
741 363 219 143 81 20
742 363 219 143 81 20
743 363 219 143 81 20
744 363 219 143 81 20
745 363 219 143 81 20
746 363 219 143 81 20
747 363 219 143 81 20
748 363 219 143 81 20
749 363 219 143 81 20
750 363 219 143 81 20
751 363 219 143 81 20
752 363 219 143 81 20
753 363 219 143 81 20
754 363 219 143 81 20
755 363 219 143 81 20
756 363 219 143 81 20
757 363 219 143 81 20
758 363 219 143 81 20
759 363 219 143 81 20
760 363 219 143 81 20
761 363 219 143 81 20
762 363 219 143 81 20
763 363 219 143 81 20
764 363 219 143 81 20
765 363 219 143 81 20
766 363 219 143 81 20
767 363 219 143 81 20
768 363 219 143 81 20
769 363 219 143 81 20
770 363 219 143 81 20
771 363 219 143 81 20
772 363 219 143 81 20
773 363 219 143 81 20
774 363 219 143 81 20
775 363 219 143 81 20
776 363 219 143 81 20
777 363 219 143 81 20
778 363 219 143 81 20
779 363 219 143 81 20
780 363 219 143 81 20
781 363 219 143 81 20
782 363 219 143 81 20
783 363 219 143 81 20
784 363 219 143 81 20
785 363 219 143 81 20
786 363 219 143 81 20
787 363 219 143 81 20
788 363 219 143 81 20
789 363 219 143 81 20
790 363 219 143 81 20
791 363 219 143 81 20
792 363 219 143 81 20
793 363 219 143 81 20
794 363 219 143 81 20
795 363 219 143 81 20
796 363 219 143 81 20
797 363 219 143 81 20
798 363 219 143 81 20
799 363 219 143 81 20
800 363 219 143 81 20
801 363 219 143 81 20
802 363 219 143 81 20
803 363 219 143 81 20
804 363 219 143 81 20
805 363 219 143 81 20
806 363 219 143 81 20
807 363 219 143 81 20
808 363 219 143 81 20
809 363 219 143 81 20
810 363 219 143 81 20
811 363 219 143 81 20
812 363 219 143 81 20
813 363 219 143 81 20
814 363 219 143 81 20
815 363 219 143 81 20
816 363 219 143 81 20
817 363 219 143 81 20
818 363 219 143 81 20
819 363 219 143 81 20
820 363 219 143 81 20
821 363 219 143 81 20
822 363 219 143 81 20
823 363 219 143 81 20
824 363 219 143 81 20
825 363 219 143 81 20
826 363 219 143 81 20
827 363 219 143 81 20
828 363 219 143 81 20
829 363 219 143 81 20
830 363 219 143 81 20
831 363 219 143 81 20
832 363 219 143 81 20
833 363 219 143 81 20
834 363 219 143 81 20
835 363 219 143 81 20
836 363 219 143 81 20
837 363 219 143 81 20
838 363 219 143 81 20
839 363 219 143 81 20
840 363 219 143 81 20
841 363 219 143 81 20
842 363 219 143 81 20
843 363 219 143 81 20
844 363 219 143 81 20
845 363 219 143 81 20
846 363 219 143 81 20
847 363 219 143 81 20
848 363 219 143 81 20
849 363 219 143 81 20
850 363 219 143 81 20
851 363 219 143 81 20
852 363 219 143 81 20
853 363 219 143 81 20
854 363 219 143 81 20
855 363 219 143 81 20
856 363 219 143 81 20
857 363 219 143 81 20
858 363 219 143 81 20
859 363 219 143 81 20
860 363 219 143 81 20
861 363 219 143 81 20
862 363 219 143 81 20
863 363 219 143 81 20
864 363 219 143 81 20
865 363 219 143 81 20
866 363 219 143 81 20
867 363 219 143 81 20
868 363 219 143 81 20
869 363 219 143 81 20
870 363 219 143 81 20
871 363 219 143 81 20
872 363 219 143 81 20
873 363 219 143 81 20
874 363 219 143 81 20
875 363 219 143 81 20
876 363 219 143 81 20
877 363 219 143 81 20
878 363 219 143 81 20
879 363 219 143 81 20
880 363 219 143 81 20
881 363 219 143 81 20
882 363 219 143 81 20
883 363 219 143 81 20
884 363 219 143 81 20
885 363 219 143 81 20
886 363 219 143 81 20
887 363 219 143 81 20
888 363 219 143 81 20
889 363 219 143 81 20
890 363 219 143 81 20
891 363 219 143 81 20
892 363 219 143 81 20
893 363 219 143 81 20
894 363 219 143 81 20
895 363 219 143 81 20
896 363 219 143 81 20
897 363 219 143 81 20
898 363 219 143 81 20
899 363 219 143 81 20
900 363 219 143 81 20
901 363 219 143 81 20
902 363 219 143 81 20
903 363 219 143 81 20
904 363 219 143 81 20
905 363 219 143 81 20
906 363 219 143 81 20
907 363 219 143 81 20
908 363 219 143 81 20
909 363 219 143 81 20
910 363 219 143 81 20
911 363 219 143 81 20
912 363 219 143 81 20
913 363 219 143 81 20
914 363 219 143 81 20
915 363 219 143 81 20
916 363 219 143 81 20
917 363 219 143 81 20
918 363 219 143 81 20
919 363 219 143 81 20
920 363 219 143 81 20
921 363 219 143 81 20
922 363 219 143 81 20
923 363 219 143 81 20
924 363 219 143 81 20
925 363 219 143 81 20
926 363 219 143 81 20
927 363 219 143 81 20
928 363 219 143 81 20
929 363 219 143 81 20
930 363 219 143 81 20
931 363 219 143 81 20
932 363 219 143 81 20
933 363 219 143 81 20
934 363 219 143 81 20
935 363 219 143 81 20
936 363 219 143 81 20
937 363 219 143 81 20
938 363 219 143 81 20
939 363 219 143 81 20
940 363 219 143 81 20
941 363 219 143 81 20
942 363 219 143 81 20
943 363 219 143 81 20
944 363 219 143 81 20
945 363 219 143 81 20
946 363 219 143 81 20
947 363 219 143 81 20
948 363 219 143 81 20
949 363 219 143 81 20
950 363 219 143 81 20
951 363 219 143 81 20
952 363 219 143 81 20
953 363 219 143 81 20
954 363 219 143 81 20
955 363 219 143 81 20
956 363 219 143 81 20
957 363 219 143 81 20
958 363 219 143 81 20
959 363 219 143 81 20
960 363 219 143 81 20
961 363 219 143 81 20
962 363 219 143 81 20
963 363 219 143 81 20
964 363 219 143 81 20
965 363 219 143 81 20
966 363 219 143 81 20
967 363 219 143 81 20
968 363 219 143 81 20
969 363 219 143 81 20
970 363 219 143 81 20
971 363 219 143 81 20
972 363 219 143 81 20
973 363 219 143 81 20
974 363 219 143 81 20
975 363 219 143 81 20
976 363 219 143 81 20
977 363 219 143 81 20
978 363 219 143 81 20
979 363 219 143 81 20
980 363 219 143 81 20
981 363 219 143 81 20
982 363 219 143 81 20
983 363 219 143 81 20
984 363 219 143 81 20
985 363 219 143 81 20
986 363 219 143 81 20
987 363 219 143 81 20
988 363 219 143 81 20
989 363 219 143 81 20
474 374 219 143 81 20
474 375 219 143 81 20
473 375 219 143 81 20
473 376 219 143 81 20
473 377 219 143 81 20
473 378 219 143 81 20
473 379 219 143 81 20
473 381 219 143 81 20
473 382 219 143 81 20
474 382 219 143 81 20
474 383 219 143 81 20
475 384 219 143 81 20
475 385 219 143 81 20
475 386 219 143 81 20
475 387 219 143 81 20
475 388 219 143 81 20
476 389 219 143 81 20
476 390 219 143 81 20
476 392 219 143 81 20
476 393 219 143 81 20
476 394 219 143 81 20
476 395 219 143 81 20
477 396 219 143 81 20
479 405 219 143 81 20
480 408 219 143 81 20
481 410 219 143 81 20
481 411 219 143 81 20
482 415 219 143 81 20
482 417 219 143 81 20
482 418 219 143 81 20
483 420 219 143 81 20
483 421 219 143 81 20
484 423 219 143 81 20
484 424 219 143 81 20
484 425 219 143 81 20
485 427 219 143 81 20
486 428 219 143 81 20
486 429 219 143 81 20
487 431 219 143 81 20
488 432 219 143 81 20
488 434 219 143 81 20
489 435 219 143 81 20
490 437 219 143 81 20
490 438 219 143 81 20
490 439 219 143 81 20
491 440 219 143 81 20
492 441 219 143 81 20
492 442 219 143 81 20
492 443 219 143 81 20
493 444 219 143 81 20
494 445 219 143 81 20
494 446 219 143 81 20
495 447 219 143 81 20
495 448 219 143 81 20
496 448 219 143 81 20
496 450 219 143 81 20
497 450 219 143 81 20
498 451 219 143 81 20
498 452 219 143 81 20
498 453 219 143 81 20
499 454 219 143 81 20
499 455 219 143 81 20
500 456 219 143 81 20
501 457 219 143 81 20
502 459 219 143 81 20
503 461 219 143 81 20
504 463 219 143 81 20
505 463 219 143 81 20
505 465 219 143 81 20
506 466 219 143 81 20
506 467 219 143 81 20
507 468 219 143 81 20
508 468 219 143 81 20
508 470 219 143 81 20
509 471 219 143 81 20
509 472 219 143 81 20
509 473 219 143 81 20
515 480 219 143 81 20
522 486 219 143 81 20
529 492 219 143 81 20
536 498 219 143 81 20
539 499 219 143 81 20
547 503 219 143 81 20
555 507 219 143 81 20
563 511 219 143 81 20
566 512 219 143 81 20
567 513 219 143 81 20
569 513 219 143 81 20
571 514 219 143 81 20
572 514 219 143 81 20
573 514 219 143 81 20
576 515 219 143 81 20
577 515 219 143 81 20
578 516 219 143 81 20
581 516 219 143 81 20
584 517 219 143 81 20
585 517 219 143 81 20
587 518 219 143 81 20
588 518 219 143 81 20
591 519 219 143 81 20
593 519 219 143 81 20
595 520 219 143 81 20
597 521 219 143 81 20
600 522 219 143 81 20
602 522 219 143 81 20
605 522 219 143 81 20
607 523 219 143 81 20
608 523 219 143 81 20
610 523 219 143 81 20
612 524 219 143 81 20
613 524 219 143 81 20
614 525 219 143 81 20
615 525 219 143 81 20
616 525 219 143 81 20
617 525 219 143 81 20
618 525 219 143 81 20
619 525 219 143 81 20
620 526 219 143 81 20
623 526 219 143 81 20
625 526 219 143 81 20
627 527 219 143 81 20
630 527 219 143 81 20
632 527 219 143 81 20
635 527 219 143 81 20
638 528 219 143 81 20
641 528 219 143 81 20
643 529 219 143 81 20
646 529 219 143 81 20
648 530 219 143 81 20
651 530 219 143 81 20
654 530 219 143 81 20
657 530 219 143 81 20
659 530 219 143 81 20
662 531 219 143 81 20
666 532 219 143 81 20
668 532 219 143 81 20
672 533 219 143 81 20
675 533 219 143 81 20
678 534 219 143 81 20
681 534 219 143 81 20
682 534 219 143 81 20
684 534 219 143 81 20
685 534 219 143 81 20
688 534 219 143 81 20
689 534 219 143 81 20
690 534 219 143 81 20
691 534 219 143 81 20
694 534 219 143 81 20
695 534 219 143 81 20
698 534 219 143 81 20
700 534 219 143 81 20
703 534 219 143 81 20
707 534 219 143 81 20
710 534 219 143 81 20
713 534 219 143 81 20
716 534 219 143 81 20
719 534 219 143 81 20
722 534 219 143 81 20
725 534 219 143 81 20
728 534 219 143 81 20
730 534 219 143 81 20
732 534 219 143 81 20
734 534 219 143 81 20
736 534 219 143 81 20
739 534 219 143 81 20
740 534 219 143 81 20
741 534 219 143 81 20
743 534 219 143 81 20
745 534 219 143 81 20
748 534 219 143 81 20
751 534 219 143 81 20
754 534 219 143 81 20
757 534 219 143 81 20
760 534 219 143 81 20
763 534 219 143 81 20
766 534 219 143 81 20
769 534 219 143 81 20
772 534 219 143 81 20
774 534 219 143 81 20
775 534 219 143 81 20
776 534 219 143 81 20
777 534 219 143 81 20
778 534 219 143 81 20
780 533 219 143 81 20
781 533 219 143 81 20
782 533 219 143 81 20
784 532 219 143 81 20
787 531 219 143 81 20
788 531 219 143 81 20
790 531 219 143 81 20
792 530 219 143 81 20
793 530 219 143 81 20
795 529 219 143 81 20
796 528 219 143 81 20
798 528 219 143 81 20
799 528 219 143 81 20
800 527 219 143 81 20
802 526 219 143 81 20
803 526 219 143 81 20
804 525 219 143 81 20
806 524 219 143 81 20
808 524 219 143 81 20
809 524 219 143 81 20
811 523 219 143 81 20
813 522 219 143 81 20
815 522 219 143 81 20
823 517 219 143 81 20
825 517 219 143 81 20
827 516 219 143 81 20
829 515 219 143 81 20
831 515 219 143 81 20
832 514 219 143 81 20
833 513 219 143 81 20
835 513 219 143 81 20
843 507 219 143 81 20
845 506 219 143 81 20
845 505 219 143 81 20
847 504 219 143 81 20
848 503 219 143 81 20
849 503 219 143 81 20
849 502 219 143 81 20
850 501 219 143 81 20
852 500 219 143 81 20
853 499 219 143 81 20
854 498 219 143 81 20
856 497 219 143 81 20
857 495 219 143 81 20
859 494 219 143 81 20
859 493 219 143 81 20
861 492 219 143 81 20
862 491 219 143 81 20
863 491 219 143 81 20
863 490 219 143 81 20
864 490 219 143 81 20
872 484 219 143 81 20
873 484 219 143 81 20
874 483 219 143 81 20
875 482 219 143 81 20
876 480 219 143 81 20
877 480 219 143 81 20
878 478 219 143 81 20
886 472 219 143 81 20
886 471 219 143 81 20
887 471 219 143 81 20
888 469 219 143 81 20
889 468 219 143 81 20
889 467 219 143 81 20
890 466 219 143 81 20
892 465 219 143 81 20
892 464 219 143 81 20
893 464 219 143 81 20
894 463 219 143 81 20
894 462 219 143 81 20
895 461 219 143 81 20
896 461 219 143 81 20
897 460 219 143 81 20
897 459 219 143 81 20
898 459 219 143 81 20
898 458 219 143 81 20
899 458 219 143 81 20
900 456 219 143 81 20
901 456 219 143 81 20
902 455 219 143 81 20
903 453 219 143 81 20
904 451 219 143 81 20
905 451 219 143 81 20
906 450 219 143 81 20
907 449 219 143 81 20
907 448 219 143 81 20
908 447 219 143 81 20
909 447 219 143 81 20
915 439 219 143 81 20
917 439 219 143 81 20
917 438 219 143 81 20
918 437 219 143 81 20
919 436 219 143 81 20
920 435 219 143 81 20
921 434 219 143 81 20
922 433 219 143 81 20
923 433 219 143 81 20
924 431 219 143 81 20
931 424 219 143 81 20
938 417 219 143 81 20
939 416 219 143 81 20
940 415 219 143 81 20
941 413 219 143 81 20
942 412 219 143 81 20
943 412 219 143 81 20
944 410 219 143 81 20
945 409 219 143 81 20
945 408 219 143 81 20
946 407 219 143 81 20
947 406 219 143 81 20
948 405 219 143 81 20
948 404 219 143 81 20
949 403 219 143 81 20
950 401 219 143 81 20
950 400 219 143 81 20
951 399 219 143 81 20
952 398 219 143 81 20
952 396 219 143 81 20
953 396 219 143 81 20
953 395 219 143 81 20
954 395 219 143 81 20
954 393 219 143 81 20
955 392 219 143 81 20
955 391 219 143 81 20
956 390 219 143 81 20
957 389 219 143 81 20
958 388 219 143 81 20
959 387 219 143 81 20
959 386 219 143 81 20
960 385 219 143 81 20
961 384 219 143 81 20
962 382 219 143 81 20
963 380 219 143 81 20
964 380 219 143 81 20
965 378 219 143 81 20
966 377 219 143 81 20
967 376 219 143 81 20
967 375 219 143 81 20
968 374 219 143 81 20
968 373 219 143 81 20
969 373 219 143 81 20
970 372 219 143 81 20
970 371 219 143 81 20
971 371 219 143 81 20
971 370 219 143 81 20
972 370 219 143 81 20
972 369 219 143 81 20
973 369 219 143 81 20
974 368 219 143 81 20
974 367 219 143 81 20
975 367 219 143 81 20
976 366 219 143 81 20
977 365 219 143 81 20
978 365 219 143 81 20
979 365 219 143 81 20
981 365 219 143 81 20
981 366 219 143 81 20
981 367 219 143 81 20
981 368 219 143 81 20
981 369 219 143 81 20
981 370 219 143 81 20
981 371 219 143 81 20
981 372 219 143 81 20
981 373 219 143 81 20
981 374 219 143 81 20
981 375 219 143 81 20
981 376 219 143 81 20
981 377 219 143 81 20
981 378 219 143 81 20
980 379 219 143 81 20
980 380 219 143 81 20
979 381 219 143 81 20
979 383 219 143 81 20
978 383 219 143 81 20
977 384 219 143 81 20
977 385 219 143 81 20
975 386 219 143 81 20
975 387 219 143 81 20
974 388 219 143 81 20
974 389 219 143 81 20
973 390 219 143 81 20
972 391 219 143 81 20
971 392 219 143 81 20
970 394 219 143 81 20
969 395 219 143 81 20
969 396 219 143 81 20
968 397 219 143 81 20
968 398 219 143 81 20
968 399 219 143 81 20
967 400 219 143 81 20
967 401 219 143 81 20
966 401 219 143 81 20
965 402 219 143 81 20
965 403 219 143 81 20
965 404 219 143 81 20
964 405 219 143 81 20
958 413 219 143 81 20
958 414 219 143 81 20
957 415 219 143 81 20
957 416 219 143 81 20
956 417 219 143 81 20
955 418 219 143 81 20
948 425 219 143 81 20
947 426 219 143 81 20
946 428 219 143 81 20
945 429 219 143 81 20
945 430 219 143 81 20
943 431 219 143 81 20
942 433 219 143 81 20
941 435 219 143 81 20
940 435 219 143 81 20
940 436 219 143 81 20
939 436 219 143 81 20
939 437 219 143 81 20
937 438 219 143 81 20
937 439 219 143 81 20
936 439 219 143 81 20
936 440 219 143 81 20
934 441 219 143 81 20
933 443 219 143 81 20
932 443 219 143 81 20
932 444 219 143 81 20
931 444 219 143 81 20
930 446 219 143 81 20
929 446 219 143 81 20
928 447 219 143 81 20
928 448 219 143 81 20
926 449 219 143 81 20
925 450 219 143 81 20
916 454 219 143 81 20
908 460 219 143 81 20
900 466 219 143 81 20
899 467 219 143 81 20
898 468 219 143 81 20
897 469 219 143 81 20
896 470 219 143 81 20
895 471 219 143 81 20
893 472 219 143 81 20
892 472 219 143 81 20
892 473 219 143 81 20
891 474 219 143 81 20
890 475 219 143 81 20
889 475 219 143 81 20
888 476 219 143 81 20
888 477 219 143 81 20
887 477 219 143 81 20
886 478 219 143 81 20
884 479 219 143 81 20
883 480 219 143 81 20
882 480 219 143 81 20
874 486 219 143 81 20
865 491 219 143 81 20
862 492 219 143 81 20
860 493 219 143 81 20
859 493 219 143 81 20
857 494 219 143 81 20
857 495 219 143 81 20
855 495 219 143 81 20
847 501 219 143 81 20
845 502 219 143 81 20
844 502 219 143 81 20
843 503 219 143 81 20
842 504 219 143 81 20
841 505 219 143 81 20
840 505 219 143 81 20
839 506 219 143 81 20
838 507 219 143 81 20
836 508 219 143 81 20
835 510 219 143 81 20
833 510 219 143 81 20
832 511 219 143 81 20
830 512 219 143 81 20
830 513 219 143 81 20
829 514 219 143 81 20
828 514 219 143 81 20
827 514 219 143 81 20
826 515 219 143 81 20
824 516 219 143 81 20
823 516 219 143 81 20
821 517 219 143 81 20
820 517 219 143 81 20
818 517 219 143 81 20
816 518 219 143 81 20
814 519 219 143 81 20
811 520 219 143 81 20
809 520 219 143 81 20
807 521 219 143 81 20
806 521 219 143 81 20
804 522 219 143 81 20
802 523 219 143 81 20
800 524 219 143 81 20
799 524 219 143 81 20
798 525 219 143 81 20
796 525 219 143 81 20
796 526 219 143 81 20
795 526 219 143 81 20
793 527 219 143 81 20
792 527 219 143 81 20
791 527 219 143 81 20
789 528 219 143 81 20
788 528 219 143 81 20
786 529 219 143 81 20
785 529 219 143 81 20
783 529 219 143 81 20
782 529 219 143 81 20
780 529 219 143 81 20
778 530 219 143 81 20
776 530 219 143 81 20
774 531 219 143 81 20
773 531 219 143 81 20
771 531 219 143 81 20
770 531 219 143 81 20
760 534 219 143 81 20
759 535 219 143 81 20
758 535 219 143 81 20
757 535 219 143 81 20
756 535 219 143 81 20
754 535 219 143 81 20
751 535 219 143 81 20
750 535 219 143 81 20
748 535 219 143 81 20
747 535 219 143 81 20
745 535 219 143 81 20
743 535 219 143 81 20
741 535 219 143 81 20
739 535 219 143 81 20
737 535 219 143 81 20
735 535 219 143 81 20
734 535 219 143 81 20
733 534 219 143 81 20
732 534 219 143 81 20
731 534 219 143 81 20
730 534 219 143 81 20
727 534 219 143 81 20
726 533 219 143 81 20
725 533 219 143 81 20
724 533 219 143 81 20
722 533 219 143 81 20
720 532 219 143 81 20
719 532 219 143 81 20
717 532 219 143 81 20
715 532 219 143 81 20
705 529 219 143 81 20
702 529 219 143 81 20
701 528 219 143 81 20
699 528 219 143 81 20
696 527 219 143 81 20
694 526 219 143 81 20
692 526 219 143 81 20
690 526 219 143 81 20
688 525 219 143 81 20
686 524 219 143 81 20
683 523 219 143 81 20
681 523 219 143 81 20
680 523 219 143 81 20
678 522 219 143 81 20
676 521 219 143 81 20
674 521 219 143 81 20
672 521 219 143 81 20
671 521 219 143 81 20
670 521 219 143 81 20
669 520 219 143 81 20
668 520 219 143 81 20
666 519 219 143 81 20
664 519 219 143 81 20
662 518 219 143 81 20
661 517 219 143 81 20
657 517 219 143 81 20
655 516 219 143 81 20
645 512 219 143 81 20
642 511 219 143 81 20
639 511 219 143 81 20
629 507 219 143 81 20
619 502 219 143 81 20
616 502 219 143 81 20
607 497 219 143 81 20
605 496 219 143 81 20
604 495 219 143 81 20
603 495 219 143 81 20
602 494 219 143 81 20
601 494 219 143 81 20
593 487 219 143 81 20
585 480 219 143 81 20
577 473 219 143 81 20
569 465 219 143 81 20
562 457 219 143 81 20
556 448 219 143 81 20
550 439 219 143 81 20
549 436 219 143 81 20
543 427 219 143 81 20
542 426 219 143 81 20
541 425 219 143 81 20
540 422 219 143 81 20
539 421 219 143 81 20
538 421 219 143 81 20
537 419 219 143 81 20
536 419 219 143 81 20
535 417 219 143 81 20
527 410 219 143 81 20
523 409 219 143 81 20
522 407 219 143 81 20
521 406 219 143 81 20
520 406 219 143 81 20
520 405 219 143 81 20
518 404 219 143 81 20
516 403 219 143 81 20
515 401 219 143 81 20
507 393 219 143 81 20
506 392 219 143 81 20
505 391 219 143 81 20
504 390 219 143 81 20
496 384 219 143 81 20
495 384 219 143 81 20
494 383 219 143 81 20
494 382 219 143 81 20
493 382 219 143 81 20
492 380 219 143 81 20
491 379 219 143 81 20
490 378 219 143 81 20
490 377 219 143 81 20
270 344
0
0
270 344
0
0
270 344
0
0
270 344
0
0
270 344
0
0
270 344
0
0
270 344
